CMS Certification Number (CCN),Provider Name,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,CMS Region,Measure Code,Score,Footnote,Start Date,End Date,Measure Date Range
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_019_02_DTC_VOLUME,232,-,10/01/2022,09/30/2024,-
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_020_01_MSPB_NUMB,228,-,10/01/2022,09/30/2024,-
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_020_01_MSPB_SCORE,0.81,-,10/01/2022,09/30/2024,-
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_021_01_DENOMINATOR,142,-,10/01/2024,09/30/2025,-
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_021_01_NUMERATOR,108,-,10/01/2024,09/30/2025,-
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_021_01_OBS_RATE,76.06,-,10/01/2024,09/30/2025,-
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_022_01_ADJ_RATE,0.67,-,10/01/2024,09/30/2025,-
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_022_01_DENOMINATOR,141,-,10/01/2024,09/30/2025,-
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_022_01_NUMERATOR,1,-,10/01/2024,09/30/2025,-
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_022_01_OBS_RATE,0.71,-,10/01/2024,09/30/2025,-
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_024_01_DENOMINATOR,105,-,10/01/2024,09/30/2025,-
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_024_01_NUMERATOR,103,-,10/01/2024,09/30/2025,-
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_024_01_OBS_RATE,98.10,-,10/01/2024,09/30/2025,-
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_025_02_DENOMINATOR,36,-,10/01/2024,09/30/2025,-
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_025_02_NUMERATOR,36,-,10/01/2024,09/30/2025,-
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_025_02_OBS_RATE,100.00,-,10/01/2024,09/30/2025,-
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_026_01_DENOMINATOR,130,-,10/01/2024,09/30/2025,-
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_026_01_NUMERATOR,93,-,10/01/2024,09/30/2025,-
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,I_026_01_OBS_RATE,71.54,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_006_01_CI_LOWER,Not Available,"6,7",07/01/2024,06/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_006_01_CI_UPPER,Not Available,"6,7",07/01/2024,06/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_006_01_COMP_PERF,Not Available,"6,7",07/01/2024,06/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_006_01_DOPC_DAYS,173,-,07/01/2024,06/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_006_01_ELIGCASES,0.469,-,07/01/2024,06/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_006_01_NUMERATOR,0,-,07/01/2024,06/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_006_01_SIR,Not Available,"6,7",07/01/2024,06/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_013_01_DENOMINATOR,345,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_013_01_NUMERATOR,0,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_013_01_OBS_RATE,0.00,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_011_05_DENOMINATOR,303,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_011_05_NUMERATOR,223,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_011_05_OBS_RATE,73.60,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_012_06_DENOMINATOR,303,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_012_06_NUMERATOR,227,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_012_06_OBS_RATE,74.92,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_015_01_CI_LOWER,0.017,-,07/01/2024,06/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_015_01_CI_UPPER,1.678,-,07/01/2024,06/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_015_01_COMP_PERF,No Different than the National Benchmark,-,07/01/2024,06/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_015_01_DOPC_DAYS,"5,695",-,07/01/2024,06/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_015_01_ELIGCASES,2.939,-,07/01/2024,06/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_015_01_NUMERATOR,1,-,07/01/2024,06/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_015_01_SIR,0.340,-,07/01/2024,06/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_016_01_DENOMINATOR,"1,389",-,10/01/2024,03/31/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_016_01_NUMERATOR,780,-,10/01/2024,03/31/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_016_01_OBS_RATE,56.16,-,10/01/2024,03/31/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_017_01_PPR_PD_COMP_PERF,No Different than the National Rate,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_017_01_PPR_PD_OBS_RATE,5.36,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_017_01_PPR_PD_OBS_READM,18,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_017_01_PPR_PD_RSRR,8.40,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_017_01_PPR_PD_RSRR_2_5,6.77,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_017_01_PPR_PD_RSRR_97_5,10.35,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_017_01_PPR_PD_VOLUME,336,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_018_01_PPR_WI_COMP_PERF,No Different than the National Rate,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_018_01_PPR_WI_OBS_RATE,2.45,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_018_01_PPR_WI_OBS_READM,9,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_018_01_PPR_WI_RSRR,3.60,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_018_01_PPR_WI_RSRR_2_5,2.42,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_018_01_PPR_WI_RSRR_97_5,5.64,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_018_01_PPR_WI_VOLUME,367,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_019_02_DTC_COMP_PERF,No Different than the National Rate,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_019_02_DTC_NUMBER,225,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_019_02_DTC_OBS_RATE,63.38,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_019_02_DTC_RS_RATE,70.15,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_019_02_DTC_RS_RATE_2_5,65.89,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_019_02_DTC_RS_RATE_97_5,76.11,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_019_02_DTC_VOLUME,355,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_020_01_MSPB_NUMB,310,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_020_01_MSPB_SCORE,1.35,-,10/01/2022,09/30/2024,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_021_01_DENOMINATOR,345,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_021_01_NUMERATOR,345,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_021_01_OBS_RATE,100.00,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_022_01_ADJ_RATE,0.00,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_022_01_DENOMINATOR,345,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_022_01_NUMERATOR,0,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_022_01_OBS_RATE,0.00,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_024_01_DENOMINATOR,305,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_024_01_NUMERATOR,287,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_024_01_OBS_RATE,94.10,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_025_02_DENOMINATOR,40,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_025_02_NUMERATOR,39,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_025_02_OBS_RATE,97.50,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_026_01_DENOMINATOR,303,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_026_01_NUMERATOR,212,-,10/01/2024,09/30/2025,-
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,I_026_01_OBS_RATE,69.97,-,10/01/2024,09/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_006_01_CI_LOWER,Not Available,6,07/01/2024,06/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_006_01_CI_UPPER,1.084,-,07/01/2024,06/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_006_01_COMP_PERF,No Different than the National Benchmark,-,07/01/2024,06/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_006_01_DOPC_DAYS,"1,014",-,07/01/2024,06/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_006_01_ELIGCASES,2.764,-,07/01/2024,06/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_006_01_NUMERATOR,0,-,07/01/2024,06/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_006_01_SIR,0.000,-,07/01/2024,06/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_013_01_DENOMINATOR,"1,435",-,10/01/2024,09/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_013_01_NUMERATOR,3,-,10/01/2024,09/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_013_01_OBS_RATE,0.21,-,10/01/2024,09/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_011_05_DENOMINATOR,"1,233",-,10/01/2024,09/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_011_05_NUMERATOR,438,-,10/01/2024,09/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_011_05_OBS_RATE,35.52,-,10/01/2024,09/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_012_06_DENOMINATOR,"1,233",-,10/01/2024,09/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_012_06_NUMERATOR,419,-,10/01/2024,09/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_012_06_OBS_RATE,33.98,-,10/01/2024,09/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_015_01_CI_LOWER,0.003,-,07/01/2024,06/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_015_01_CI_UPPER,0.323,-,07/01/2024,06/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_015_01_COMP_PERF,Better than the National Benchmark,-,07/01/2024,06/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_015_01_DOPC_DAYS,"29,636",-,07/01/2024,06/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_015_01_ELIGCASES,15.292,-,07/01/2024,06/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_015_01_NUMERATOR,1,-,07/01/2024,06/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_015_01_SIR,0.065,-,07/01/2024,06/30/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_016_01_DENOMINATOR,410,-,10/01/2024,03/31/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_016_01_NUMERATOR,273,-,10/01/2024,03/31/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_016_01_OBS_RATE,66.59,-,10/01/2024,03/31/2025,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_017_01_PPR_PD_COMP_PERF,No Different than the National Rate,-,10/01/2022,09/30/2024,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_017_01_PPR_PD_OBS_RATE,5.62,-,10/01/2022,09/30/2024,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_017_01_PPR_PD_OBS_READM,71,-,10/01/2022,09/30/2024,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_017_01_PPR_PD_RSRR,7.63,-,10/01/2022,09/30/2024,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_017_01_PPR_PD_RSRR_2_5,6.41,-,10/01/2022,09/30/2024,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_017_01_PPR_PD_RSRR_97_5,9.35,-,10/01/2022,09/30/2024,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_017_01_PPR_PD_VOLUME,"1,264",-,10/01/2022,09/30/2024,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_018_01_PPR_WI_COMP_PERF,No Different than the National Rate,-,10/01/2022,09/30/2024,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_018_01_PPR_WI_OBS_RATE,4.54,-,10/01/2022,09/30/2024,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_018_01_PPR_WI_OBS_READM,64,-,10/01/2022,09/30/2024,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_018_01_PPR_WI_RSRR,4.64,-,10/01/2022,09/30/2024,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_018_01_PPR_WI_RSRR_2_5,3.93,-,10/01/2022,09/30/2024,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_018_01_PPR_WI_RSRR_97_5,5.51,-,10/01/2022,09/30/2024,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_018_01_PPR_WI_VOLUME,"1,410",-,10/01/2022,09/30/2024,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_019_02_DTC_COMP_PERF,Worse than the National Rate,-,10/01/2022,09/30/2024,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_019_02_DTC_NUMBER,803,-,10/01/2022,09/30/2024,-
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,I_019_02_DTC_OBS_RATE,59.35,-,10/01/2022,09/30/2024,-
